#timestamp,x,y,z,qw,qx,qy,qz,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz
1413394881705760500,0,0,0,0.60314144001671654571,-0.013697446717165313521,-0.79751663511678050344,0,0,0,0,0.013327968833411245331,0.024434609527920606031,0.07565208975917239731,0.035554505623331067454,-0.0006106530257634357195,-0.010068804000145092914
1413394881905760500,0.00026541226129410963944,0.0020078655237069560104,-0.0014186641352755930637,0.60323768685052026051,-0.014890646193748425727,-0.79742191008861817991,-0.00092689254291830364563,-2.121005510155420104e-05,-0.00013141124390643119102,-0.011459160323551355332,0.012745653598477894863,0.024493624306306947119,0.075812162688582915293,0.013217108958532054058,8.1250078485644466365e-05,-0.0038151959442686801324
1413394882105760500,0.00025107254640621131736,0.0011131768801221561538,-0.0029363999446731401874,0.60317411882508698007,-0.016509765755052009661,-0.79743661571482837847,-0.0018038657307017029029,-0.0003484617659013438621,0.0010228737718496086311,-0.0094920168302014759631,0.012110774641526851972,0.024460872841673808598,0.076140777315174865136,-0.013982603996149423065,0.00026440250677194022857,0.0038962447097355178485
1413394882305760500,-0.00014362005661048356416,0.000863608335158426812,-0.0035797498938073485722,0.60289784348548480786,-0.018081168320309572162,-0.797608997470118819,-0.0026737291255288114268,0.00087824108819398801103,-0.010697949927947428966,-0.0060017252397874592748,0.011308329027266103214,0.024420235190681486431,0.075730462785231614231,-0.02600184964236385704,-0.00022389352584101566111,0.0071497464222734265216
1413394882505760500,0.00027519813362158134602,0.0011138375373952139492,-0.0042041426315555319518,0.60288812570567329452,-0.019102038018080101656,-0.79759119394068556108,-0.0030507990638343235497,0.00057859641473114841858,-0.0052682176479008106448,-0.0018981707385585981987,0.010840846387072278212,0.024498645772385009567,0.075445401626683311624,-0.028582064576704788866,-0.00087508178360920757088,0.0077016471304180876209
1413394882705760500,0.00044793227759421151311,0.0011158872255604963646,-0.0047519159325964295537,0.60281468651064584741,-0.020241352791365265634,-0.79761628238379600475,-0.0036065829395521800844,-0.00050392132244079027026,-0.0016146987731683727727,-8.0127280564907990123e-05,0.010391146555915142455,0.024420396136018800853,0.075431990383823865898,-0.028724255248148415631,-0.0011073663567435808926,0.0077613971494851592345
1413394882905760500,0.00039722494426391679028,0.0008914805829368495577,-0.005015665270587727452,0.60275905670591967134,-0.021527644242473574498,-0.79762149366372037118,-0.0042465206952114762165,0.00047934673211882949679,0.0011835532731232104118,-0.00010259483791572286411,0.010007960946444204031,0.024477175373324101121,0.075805977234619473237,-0.0288304828182443032,-0.00091601974076294578799,0.0077435984654472709773
1413394883105760500,0.00044847903275147595623,0.00045275448723223137666,-0.005203435168781497637,0.60265951248631433046,-0.022723979008474566588,-0.79766065609461644925,-0.0047550506291714391555,-0.0016419907664204454103,-0.0023636937391115675662,-7.9811743302622657282e-05,0.0095245786252941555539,0.024203699576741347782,0.075600357703108342355,-0.02884253422535571279,-0.0014412513724667923819,0.0079547142717002125578
1413394883305760500,0.00029562697187125356419,0.0003096059059586777208,-0.0051195968918247942644,0.60269449998481627873,-0.023899535067247453662,-0.79759625686619695095,-0.0053256872469612300675,-0.00014563529471797520077,-0.0015750786456631062516,-0.00048043348078499005299,0.0090843302556836112716,0.024200112311471490278,0.075518816665063534521,-0.02907938081357450133,-0.0017653488387718830298,0.008009613838995273058
1413394883505760500,0.00037382389291853242337,-2.2401996607874802986e-05,-0.0050210095184430141024,0.60263023264375159549,-0.024896569739620292433,-0.79761175752508473025,-0.0056962949960848137734,0.00099637389996763171818,0.00069105951056739245344,0.0010869881991478406828,0.0088229596749198595934,0.024323274979618489389,0.075725376889553580595,-0.028603270702155552535,-0.0017185266407667178484,0.0076927902292159332578
